Disease,Symptoms,Prescription,Tests,Precautions,Doctor_Category,Description,Severity_Score
Common Cold,sneezing runny nose case_224,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,nasal congestion cough case_225,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,sore throat cold case_226,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,runny nose headache case_227,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Influenza,high fever body pain case_228,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,fever chills cough case_229,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,headache fatigue fever case_230,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,weakness fever case_231,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Viral Fever,fever headache case_232,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,mild fever fatigue case_233,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,fever body ache case_234,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,low grade fever case_235,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Bacterial Pneumonia,high fever chest pain case_236,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,productive cough breathlessness case_237,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,shortness of breath fever case_238,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,chest tightness cough case_239,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Asthma,wheezing breathlessness case_240,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,chest tightness wheezing case_241,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,shortness of breath case_242,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,night cough wheeze case_243,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Migraine,severe headache nausea case_244,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,throbbing headache case_245,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,headache light sensitivity case_246,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,vomiting headache case_247,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Food Poisoning,vomiting diarrhea case_248,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,stomach pain nausea case_249,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,loose motions case_250,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,abdominal cramps vomiting case_251,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Minor Injury,bleeding cut wound case_252,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,hand injury bleeding case_253,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,minor cut pain case_254,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,wound bleeding case_255,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Common Cold,sneezing runny nose case_256,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,nasal congestion cough case_257,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,sore throat cold case_258,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,runny nose headache case_259,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Influenza,high fever body pain case_260,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,fever chills cough case_261,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,headache fatigue fever case_262,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,weakness fever case_263,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Viral Fever,fever headache case_264,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,mild fever fatigue case_265,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,fever body ache case_266,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,low grade fever case_267,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Bacterial Pneumonia,high fever chest pain case_268,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,productive cough breathlessness case_269,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,shortness of breath fever case_270,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,chest tightness cough case_271,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Asthma,wheezing breathlessness case_272,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,chest tightness wheezing case_273,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,shortness of breath case_274,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Asthma,night cough wheeze case_275,inhaler | bronchodilator,spirometry,avoid triggers,Pulmonologist,Chronic airway inflammation,5
Migraine,severe headache nausea case_276,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,throbbing headache case_277,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,headache light sensitivity case_278,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Migraine,vomiting headache case_279,pain relievers | rest,neurological exam,avoid bright light,Neurologist,Neurological headache disorder,4
Food Poisoning,vomiting diarrhea case_280,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,stomach pain nausea case_281,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,loose motions case_282,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Food Poisoning,abdominal cramps vomiting case_283,oral rehydration | antibiotics,stool test,safe food | hydration,Gastroenterologist,Food-borne illness,5
Minor Injury,bleeding cut wound case_284,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,hand injury bleeding case_285,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,minor cut pain case_286,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Minor Injury,wound bleeding case_287,wound cleaning | bandage,wound inspection,keep wound clean,General Surgeon,Cuts or bleeding injury,6
Common Cold,sneezing runny nose case_288,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,nasal congestion cough case_289,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,sore throat cold case_290,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Common Cold,runny nose headache case_291,antihistamines | paracetamol,physical examination,rest | hydration,General Physician,Viral upper respiratory infection,2
Influenza,high fever body pain case_292,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,fever chills cough case_293,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,headache fatigue fever case_294,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Influenza,weakness fever case_295,antiviral drugs | paracetamol,rapid flu test,rest | isolation,General Physician,Seasonal influenza infection,4
Viral Fever,fever headache case_296,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,mild fever fatigue case_297,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,fever body ache case_298,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Viral Fever,low grade fever case_299,paracetamol | rest,blood test,hydration | rest,General Physician,Viral infection causing fever,3
Bacterial Pneumonia,high fever chest pain case_300,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,productive cough breathlessness case_301,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,shortness of breath fever case_302,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
Bacterial Pneumonia,chest tightness cough case_303,antibiotics | hospitalization,chest x-ray | sputum test,complete antibiotics,Pulmonologist,Bacterial lung infection,7
